,Date,IDR,USD,Euro,GBP,RMB,IHSG,Hang Seng,NASDAQ
317,Sep 09 2019,21175584.51,1509.2,1364.93,1222.72,10758.48,6326.21,26681.4,8087.44
318,Sep 10 2019,21050412.5,1498.25,1356.99,1212.81,10644.77,6336.67,26683.68,8084.15
319,Sep 11 2019,20958537.63,1490.65,1355.51,1207.49,10609.85,6381.95,27159.06,8169.68
320,Sep 12 2019,21197647.32,1515.2,1373.65,1228.72,10740.04,6342.17,27087.63,8194.47
321,Sep 13 2019,20990789.45,1503.1,1356.1,1206.44,10654.27,6334.84,27352.69,8176.71
322,Sep 17 2019,21172097.44,1502.1,1359.43,1203.27,10655.29,6236.69,26790.24,8186.02
323,Sep 18 2019,21139210.0,1503.5,1359.47,1204.39,10656.66,6276.63,26754.12,8177.39
324,Sep 19 2019,21099841.31,1500.7,1357.3,1201.57,10653.02,6244.47,26468.95,8182.88
325,Sep 20 2019,21109203.13,1501.9,1363.94,1201.23,10648.62,6231.47,26435.67,8117.67
326,Sep 24 2019,21460171.75,1520.65,1382.79,1218.76,10807.71,6137.61,26281.0,7993.63
327,Sep 25 2019,21631812.5,1528.75,1395.1,1234.95,10890.51,6146.4,25945.35,8077.38
328,Sep 26 2019,21356984.62,1506.4,1376.78,1221.19,10744.55,6230.33,26041.93,8030.66
329,Sep 27 2019,21104432.12,1489.9,1360.95,1210.12,10608.53,6196.89,25954.81,7939.63
330,Sep 30 2019,21083830.73,1485.3,1362.41,1205.31,10602.66,6169.1,26092.27,7999.34
331,Oct 02 2019,21187454.92,1492.6,1363.67,1213.05,10654.77,6055.42,26042.69,7785.25
332,Oct 03 2019,21501097.67,1517.1,1381.13,1222.97,10829.66,6038.53,26110.31,7872.27
333,Oct 04 2019,21190483.87,1499.15,1365.41,1219.27,10701.53,6061.25,25821.03,7982.46
334,Oct 08 2019,21315304.68,1505.85,1374.39,1232.79,10736.41,6039.6,25893.4,7823.76
335,Oct 09 2019,21357732.5,1507.25,1372.72,1233.78,10752.27,6029.16,25682.81,7903.73
336,Oct 10 2019,21153659.44,1494.8,1357.24,1217.02,10650.75,6023.64,25707.93,7950.77
337,Oct 11 2019,20907783.87,1479.15,1340.3,1166.06,10503.3,6105.8,26308.44,8057.04
338,Oct 15 2019,21074684.23,1487.8,1347.95,1164.39,10531.84,6158.17,26503.93,8148.71
339,Oct 16 2019,21042379.82,1485.1,1343.92,1159.83,10547.92,6169.59,26664.28,8124.18
340,Oct 17 2019,21118010.82,1492.65,1342.79,1162.41,10573.33,6181.01,26848.49,8156.85
341,Oct 18 2019,21079775.0,1490.0,1337.58,1154.99,10552.92,6191.95,26719.58,8089.54
342,Oct 21 2019,20999447.33,1491.65,1338.22,1148.84,10543.88,6198.99,26725.68,8162.99
343,Oct 23 2019,20965638.36,1494.45,1344.41,1160.11,10572.19,6257.81,26566.73,8119.79
344,Oct 24 2019,21039993.7,1496.55,1347.7,1164.77,10581.05,6339.65,26797.95,8185.8
345,Oct 25 2019,21245053.69,1513.45,1364.58,1179.07,10701.45,6252.35,26667.39,8243.12
346,Oct 28 2019,20930908.63,1492.4,1345.41,1160.77,10538.28,6265.38,26891.26,8325.99
347,Oct 29 2019,20851668.75,1486.75,1337.55,1152.48,10502.4,6281.14,26786.76,8276.85
348,Oct 30 2019,20929684.65,1492.1,1341.45,1159.27,10531.99,6295.75,26667.71,8303.98
349,Oct 31 2019,21209204.46,1510.95,1354.32,1167.66,10630.14,6228.32,26906.72,8292.36
350,Nov 01 2019,21176005.26,1508.8,1350.82,1165.19,10618.63,6207.19,27100.76,8386.4
351,Nov 05 2019,20796908.44,1488.95,1344.49,1157.1,10419.82,6264.15,27683.4,8434.68
352,Nov 06 2019,20826988.01,1486.05,1341.93,1154.26,10400.42,6217.54,27688.64,8410.63
353,Nov 07 2019,20771336.63,1484.25,1343.88,1157.67,10371.34,6165.62,27847.23,8434.52
354,Nov 08 2019,20518596.73,1464.15,1328.51,1144.4,10231.48,6177.99,27651.14,8475.31
355,Nov 11 2019,20513697.41,1458.7,1321.95,1133.06,10220.38,6148.74,26926.55,8464.28
356,Nov 12 2019,20408560.0,1452.05,1318.55,1130.97,10169.29,6180.99,27065.28,8486.09
357,Nov 13 2019,20590316.13,1462.9,1328.76,1139.37,10263.71,6142.5,26571.46,8482.1
358,Nov 14 2019,20657763.87,1466.65,1333.14,1140.7,10296.18,6098.95,26323.69,8479.02
359,Nov 15 2019,20643682.33,1466.9,1327.27,1136.82,10286.19,6128.35,26326.66,8540.83
